Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
402,0,0.1968,42,0,0.2044,2511.31,7,0,0,0,0.0
403,0,0.1581,46,0,1.4874,4578.05,1,0,0,0,2.0
404,0,0.1488,35,0,0.152,3150.93,6,0,1,0,2.0
405,0,0.2743,63,0,0.4127,1938.05,8,0,0,0,0.0
406,0,0.4438,35,0,0.2898,,7,0,3,0,1.0
407,0,0.2003,19,0,0.4794,9412.3,8,1,0,0,
408,0,0.4111,71,1,0.1157,,9,0,1,0,0.0
409,0,0.4934,52,1,0.153,7822.03,9,1,0,1,0.0
410,0,0.1695,33,0,0.4104,2744.98,8,0,0,0,1.0
411,0,0.252,78,0,0.612,1418.35,10,1,1,1,1.0
412,0,0.1205,58,1,0.5868,,9,0,1,0,0.0
413,0,0.105,53,1,0.2023,709.61,7,0,0,0,1.0
414,0,0.1337,50,0,0.4273,2624.77,6,0,3,0,0.0
415,0,0.2428,21,0,0.0678,4315.08,7,0,0,0,0.0
416,0,0.4214,50,2,2.4369,5460.26,10,0,2,0,1.0
417,0,0.2101,31,0,0.5261,3587.67,3,0,1,0,3.0
418,0,0.5414,38,0,0.2929,1826.15,8,1,1,0,0.0
419,0,0.5436,65,0,0.7653,4785.01,7,0,0,0,0.0
420,0,0.5328,37,0,0.0621,1308.17,3,0,2,0,1.0
421,0,0.304,73,0,0.738,,5,0,1,1,2.0
422,0,0.5296,25,0,0.1795,,9,0,3,1,2.0
423,1,0.4301,24,0,1.2918,1276.49,5,0,0,0,0.0
424,1,0.4942,20,0,0.1711,1771.18,7,0,1,1,0.0
425,0,0.2812,34,0,0.2995,1526.47,11,0,1,0,0.0
426,0,0.3417,50,0,0.3299,3406.66,11,0,2,0,0.0
427,0,0.3641,65,1,0.2087,,6,0,1,0,
428,1,0.5733,29,1,1.1486,4651.12,7,0,1,1,0.0
429,0,0.4817,76,1,0.4151,,5,0,0,0,0.0
430,1,0.1066,68,0,2.5207,2690.82,11,0,1,0,1.0
431,0,0.2992,39,0,0.5441,5062.63,4,0,4,0,0.0
432,0,0.3142,72,0,0.2434,2087.73,10,0,0,0,
433,0,0.2984,39,0,1.0901,1597.27,8,0,2,0,0.0
434,1,0.2768,63,0,0.3002,1931.38,11,0,0,0,0.0
435,0,0.0799,47,0,0.6419,1977.5,4,0,0,0,0.0
436,0,0.0736,55,0,2.5343,3092.02,7,0,1,0,2.0
437,0,0.2837,55,0,0.1824,,7,0,1,0,1.0
438,0,0.5876,62,0,2.7352,2691.63,11,0,0,0,
439,0,0.2368,68,0,0.1866,1728.53,8,0,1,0,1.0
440,0,0.3696,71,1,0.3147,1575.79,7,0,0,0,0.0
441,1,0.7916,25,0,0.7948,4767.27,6,0,1,0,1.0
442,0,0.7133,44,1,0.2317,,8,0,1,0,0.0
443,0,0.2616,44,0,0.0283,2232.15,12,1,0,0,1.0
444,0,0.3019,51,0,0.108,,11,0,1,0,0.0
445,0,0.285,38,0,0.5213,,7,0,1,0,0.0
446,0,0.5521,47,0,0.4648,2877.7,4,0,2,0,0.0
447,0,0.1152,50,0,0.0452,3013.08,7,0,0,0,1.0
448,0,0.1724,45,0,1.2835,8815.54,6,0,0,0,1.0
449,0,0.1362,64,1,0.8545,,4,0,0,0,2.0
450,0,0.2163,50,0,0.0721,1932.39,9,1,2,0,0.0
451,0,0.1492,22,0,0.8997,6402.02,9,0,0,0,1.0
452,0,0.1597,77,0,0.848,2686.89,11,0,1,0,0.0
453,0,0.1054,78,0,0.2891,1450.51,8,0,1,0,0.0
454,0,0.2671,65,1,0.2325,7540.25,7,0,2,0,1.0
455,0,0.3749,36,0,0.4959,1841.69,3,0,0,0,0.0
456,0,0.379,21,2,0.133,,2,0,1,0,1.0
457,0,0.5635,52,1,0.991,2317.31,7,0,0,0,0.0
458,0,0.2343,66,1,0.4849,12594.11,4,0,2,0,2.0
459,0,0.1895,34,2,0.3355,,9,0,2,0,0.0
460,0,0.0516,61,1,1.0295,1984.75,13,0,2,0,0.0
461,0,0.3145,45,1,0.1544,2381.5,6,0,1,0,3.0
462,0,0.233,47,1,1.6253,4377.1,13,0,1,0,0.0
463,0,0.196,46,1,3.0,,6,0,1,0,1.0
464,0,0.1406,63,0,0.3987,1896.9,6,0,2,0,0.0
465,0,0.0805,70,0,0.4705,,6,0,1,1,1.0
466,0,0.1504,23,0,0.3921,,12,0,0,0,
467,0,0.2371,52,0,0.2499,,9,0,0,0,0.0
468,0,0.1296,77,1,0.4237,,7,0,1,0,0.0
469,0,0.1958,58,1,0.1439,4330.55,8,0,0,0,0.0
470,0,0.5943,54,0,1.5927,,9,0,1,0,1.0
471,0,0.532,41,1,1.0832,2715.33,9,0,0,0,2.0
472,0,0.1051,46,1,0.2925,7365.82,8,0,1,0,1.0
473,0,0.6468,66,0,0.3046,4679.52,4,0,1,0,0.0
474,0,0.1874,63,0,0.2218,,9,1,2,0,1.0
475,0,0.5212,70,0,1.5019,,14,0,1,0,0.0
476,0,0.2269,48,0,0.0962,3799.18,7,0,1,0,0.0
477,0,0.1412,52,0,0.5938,2389.95,7,0,2,0,2.0
478,0,0.1195,77,1,0.3499,5946.16,12,0,0,0,0.0
479,0,0.2287,50,0,1.2834,2168.98,7,0,2,0,1.0
480,0,0.2487,69,1,1.3606,2702.77,7,0,0,0,0.0
481,0,0.0431,78,0,1.5026,,15,0,2,0,2.0
482,0,0.1789,38,1,0.3302,2166.04,3,0,0,0,2.0
483,0,0.8008,49,0,0.9758,3197.52,7,0,0,0,2.0
484,0,0.3928,40,0,0.2234,3082.77,8,0,1,1,1.0
485,0,0.1122,50,0,0.4575,,6,0,1,0,2.0
486,0,0.3169,20,0,0.2569,2227.38,5,0,4,0,0.0
487,0,0.2411,35,0,0.2608,2291.14,9,0,0,0,1.0
488,0,0.2928,42,0,0.3584,,4,0,0,0,1.0
489,0,0.4222,59,1,1.7887,3583.32,10,1,2,0,1.0
490,0,0.1355,48,1,0.6306,8932.98,8,0,3,0,1.0
491,0,0.1688,71,0,0.4172,,9,0,1,0,0.0
492,0,0.3071,75,1,0.32,2151.07,14,0,1,0,0.0
493,0,0.4902,20,0,0.4779,2367.06,5,0,1,0,2.0
494,0,0.4622,57,1,0.2414,680.59,11,0,0,0,1.0
495,0,0.0551,63,0,0.2736,,4,0,0,0,0.0
496,0,0.2313,41,0,0.8754,2363.21,9,0,1,0,0.0
497,0,0.2347,67,0,0.2107,2225.83,7,0,2,1,0.0
498,0,0.0924,49,0,0.3863,1397.92,12,0,0,0,0.0
499,0,0.053,64,1,0.2042,2846.73,5,0,0,0,1.0
500,0,0.3335,39,0,2.9764,,9,0,0,0,1.0
501,0,0.3253,40,1,0.2937,1678.5,12,0,0,0,1.0
502,0,0.1868,19,1,2.9335,2631.96,8,0,1,0,0.0
503,0,0.3031,44,1,1.6391,6187.04,8,0,1,0,1.0
504,0,0.1478,59,0,3.0,4033.24,13,0,2,1,0.0
505,0,0.2428,19,0,0.5701,4650.81,3,0,0,0,1.0
506,1,0.1591,43,1,1.3638,11946.74,7,0,1,0,0.0
507,0,0.2603,34,0,0.8282,4119.28,6,0,1,0,0.0
508,0,0.2761,57,0,1.695,1454.35,5,0,2,0,1.0
509,0,0.5742,50,0,0.9033,2040.95,9,0,1,0,0.0
510,1,0.2123,26,1,0.6875,,12,0,0,0,0.0
511,0,0.4739,60,0,0.095,2752.01,16,0,3,0,1.0
512,0,0.5893,71,0,0.1547,2269.05,9,0,0,1,0.0
513,0,0.0985,65,0,0.514,1564.38,12,0,1,0,1.0
514,0,0.1247,56,0,0.494,5778.57,4,0,1,0,0.0
515,0,0.25,46,1,0.0686,6075.25,6,1,0,0,1.0
516,0,0.038,59,1,0.4006,3431.27,15,1,2,0,0.0
517,0,0.0821,72,1,1.2711,1500.76,10,0,1,0,1.0
518,0,0.1146,43,0,0.0335,3295.08,8,0,2,0,0.0
519,0,0.1412,52,0,0.435,,9,1,1,0,
520,1,0.1985,67,0,0.3295,7443.84,3,1,1,0,
521,0,0.6469,42,1,0.5862,1310.44,7,0,0,1,2.0
522,0,0.0416,41,0,0.1109,4795.43,4,0,1,0,0.0
523,0,0.443,30,1,1.1897,4725.07,11,0,1,1,1.0
524,0,0.4984,77,1,0.4662,5668.08,9,0,1,0,1.0
525,0,0.1598,75,0,0.0574,3472.05,10,0,0,0,1.0
526,0,0.2061,24,0,0.3378,2401.91,9,0,1,0,1.0
527,0,0.405,74,1,0.2618,,4,0,3,0,0.0
528,0,0.2171,53,1,0.2518,1637.87,13,0,0,0,
529,0,0.3662,62,0,0.9571,5002.88,5,0,1,0,0.0
530,0,0.3718,37,0,0.2799,3065.59,11,0,0,0,2.0
531,0,0.1978,18,0,0.4523,,11,0,0,0,1.0
532,0,0.5731,25,0,0.0728,3832.88,10,0,0,0,2.0
533,0,0.3291,63,0,0.3496,1418.49,10,0,2,0,1.0
534,0,0.1162,33,0,1.6113,1182.64,8,0,1,0,0.0
535,0,0.5013,31,1,0.4739,1237.76,6,0,0,1,0.0
536,0,0.4756,29,0,0.994,2214.71,5,0,2,0,0.0
537,0,0.2883,68,0,0.8556,3600.57,7,0,1,0,1.0
538,0,0.3449,40,0,0.036,,11,0,1,0,0.0
539,0,0.4814,32,0,0.1389,,14,0,1,0,1.0
540,0,0.4196,45,0,0.2949,5756.47,7,0,1,1,2.0
541,0,0.5431,51,1,0.1286,1030.75,10,0,1,0,1.0
542,0,0.2129,19,1,0.4576,4234.1,7,1,1,0,1.0
543,0,0.4844,49,2,0.5304,1788.47,5,0,2,0,1.0
544,0,0.1842,40,1,0.2973,,4,0,3,0,1.0
545,0,0.4382,39,1,0.391,2094.71,14,0,2,0,0.0
546,0,0.1357,68,0,0.523,882.44,6,0,1,0,1.0
547,0,0.5079,42,1,0.5312,2943.62,7,0,2,0,2.0
548,0,0.0787,75,1,0.2698,1680.48,12,0,1,0,
549,0,0.2639,79,0,0.0441,5338.42,7,1,0,0,0.0
550,0,0.1561,78,0,0.221,3812.0,9,0,1,0,0.0
551,0,0.2867,39,0,0.5833,,7,0,0,0,1.0
552,0,0.4826,75,0,0.4306,1499.98,11,1,0,1,0.0
553,0,0.0222,75,0,0.1888,1403.6,14,0,0,0,0.0
554,0,0.1785,39,1,0.5005,2008.13,6,0,0,0,1.0
555,0,0.0958,66,0,0.7285,7861.28,6,0,1,0,2.0
556,1,0.2793,69,1,1.2367,2736.59,6,0,2,0,1.0
557,0,0.3712,59,0,0.3163,,4,0,1,0,3.0
558,0,0.2227,23,1,0.0382,1073.29,6,0,1,1,1.0
559,0,0.1546,32,0,0.1078,788.72,8,0,2,0,2.0
560,1,0.621,71,1,0.8535,1561.33,8,0,0,0,0.0
561,0,0.4975,60,0,1.4556,4793.68,10,0,1,0,1.0
562,1,0.2625,77,0,0.0682,2472.25,12,1,1,0,0.0
563,0,0.2044,54,1,0.672,5641.29,8,0,1,0,1.0
564,0,0.2617,50,0,1.06,,10,0,1,0,1.0
565,0,0.3536,25,0,0.2273,1548.49,5,0,1,0,0.0
566,0,0.5536,70,0,0.2138,5426.9,5,0,2,0,1.0
567,0,0.1726,77,0,0.4939,7996.18,8,1,0,1,1.0
568,0,0.1313,61,0,0.042,,11,0,0,0,1.0
569,0,0.5022,61,1,0.2399,991.61,5,0,0,0,
570,1,0.4577,22,0,0.1425,826.04,10,0,2,0,0.0
571,0,0.5526,56,0,0.6012,,7,0,0,0,0.0
572,0,0.3651,21,1,0.4184,2270.04,5,0,4,0,2.0
573,0,0.5173,23,0,0.1327,5459.42,9,1,0,0,1.0
574,0,0.1892,62,0,1.174,,11,0,0,0,2.0
575,0,0.1489,49,1,0.5698,4048.55,8,0,0,0,2.0
576,0,0.1062,69,0,0.5196,1417.79,11,0,2,0,0.0
577,0,0.2709,47,0,1.1431,3853.12,8,0,1,0,1.0
578,0,0.3605,64,0,0.4721,2197.61,5,0,1,1,1.0
579,0,0.1836,52,0,0.1524,3889.54,10,0,0,0,0.0
580,0,0.2718,72,0,0.5546,2345.88,8,0,0,0,
581,0,0.2035,57,0,0.2999,645.42,6,0,1,1,1.0
582,0,0.234,69,0,1.1779,4321.56,12,0,1,0,2.0
583,0,0.0818,33,0,0.0613,6864.51,3,0,1,0,0.0
584,0,0.1316,30,0,1.0591,1685.82,5,0,2,0,
585,0,0.4021,67,1,0.1955,5333.51,7,0,1,0,1.0
586,0,0.3146,77,0,1.7721,1969.91,12,0,0,1,1.0
587,0,0.3176,59,0,0.5051,1176.34,9,0,1,0,0.0
588,0,0.1273,47,0,0.7402,1972.74,7,0,1,0,0.0
589,0,0.3896,36,0,0.6035,2660.91,10,0,0,0,0.0
590,0,0.1287,34,1,0.4498,,8,0,1,0,1.0
591,0,0.173,73,0,0.8455,7784.08,14,0,1,0,1.0
592,0,0.076,36,0,0.2005,1036.4,9,0,0,0,1.0
593,0,0.0938,45,0,1.1746,2071.64,6,0,1,0,0.0
594,1,0.3917,75,0,0.2928,1586.86,16,0,1,0,1.0
595,0,0.6718,72,1,0.5218,7806.83,8,0,0,0,2.0
596,0,0.269,43,0,0.6018,1053.56,8,0,1,0,1.0
597,0,0.4381,54,1,0.1554,5392.25,11,0,1,0,1.0
598,0,0.2231,43,0,0.9478,,2,0,0,0,0.0
599,0,0.314,70,2,0.1661,1263.55,5,0,0,0,0.0
600,1,0.4982,79,0,0.8174,2366.09,6,2,1,0,1.0
601,0,0.3807,40,0,0.1081,2663.23,6,0,4,0,0.0
602,0,0.3472,26,0,0.3082,,11,0,1,0,1.0
603,0,0.2632,29,0,0.4308,1926.81,11,0,1,0,1.0
604,0,0.3163,70,0,0.713,4708.4,13,0,0,0,1.0
605,0,0.1768,18,0,0.5964,3131.4,7,0,0,0,1.0
606,0,0.4355,75,1,0.266,4150.32,11,0,0,0,1.0
607,0,0.4512,75,0,0.2363,1633.1,4,0,2,0,0.0
608,0,0.271,18,0,2.8516,,8,0,1,0,1.0
609,0,0.2251,64,0,0.0348,,5,0,0,0,0.0
610,0,0.5453,51,1,0.1542,3204.29,10,1,2,0,1.0
611,1,0.047,49,0,0.468,2943.65,10,1,0,0,0.0
612,0,0.5277,79,0,0.1769,13091.3,9,0,2,0,0.0
613,0,0.3489,71,1,0.0596,4523.76,6,0,0,0,1.0
614,0,0.3225,65,1,0.3628,5035.71,10,0,1,0,2.0
615,0,0.402,42,1,0.0827,3597.24,5,0,0,0,1.0
616,1,0.1396,57,2,1.1261,4395.68,5,0,2,0,2.0
617,0,0.4165,62,0,0.3492,3477.67,7,0,0,1,0.0
618,0,0.2408,70,1,1.4508,10802.53,11,0,2,0,1.0
619,0,0.3075,18,0,1.1757,2901.66,10,1,1,0,1.0
620,0,0.1549,33,0,3.0,5415.57,11,0,3,0,4.0
621,0,0.0854,78,0,0.6652,13027.44,7,0,1,0,0.0
622,0,0.2613,56,1,0.142,4780.16,8,0,1,0,2.0
623,0,0.2638,22,0,0.1195,2479.83,10,0,0,0,2.0
624,0,0.2313,39,0,0.1186,1810.35,8,0,1,0,1.0
625,0,0.4867,46,0,0.0891,2139.23,3,0,2,1,2.0
626,0,0.4446,72,1,1.1062,3981.01,7,0,0,0,1.0
627,0,0.1866,20,1,0.4124,10552.01,4,0,3,0,1.0
628,0,0.4539,29,1,0.2664,,8,0,4,0,0.0
629,0,0.1709,43,0,0.6669,2308.86,7,0,0,0,0.0
630,0,0.3673,33,0,0.2099,2444.62,10,1,1,0,0.0
631,0,0.4838,68,0,0.1761,2725.7,6,0,3,0,2.0
632,0,0.4871,54,1,0.9686,1184.0,11,0,0,0,2.0
633,0,0.4015,39,0,0.914,2196.65,9,0,2,0,1.0
634,0,0.0736,74,0,0.4699,2130.27,8,0,1,0,0.0
635,0,0.2282,46,0,0.2336,,8,0,1,0,0.0
636,0,0.5448,31,0,3.0,5790.1,8,0,1,0,1.0
637,0,0.5177,45,0,0.0837,1427.86,11,0,1,0,2.0
638,1,0.708,22,0,0.8215,1008.93,4,0,1,0,0.0
639,0,0.2872,64,0,0.3744,,5,0,1,0,0.0
640,0,0.0986,66,1,0.5701,8140.71,6,0,1,0,1.0
641,0,0.0809,47,0,0.6722,1177.05,11,0,0,0,2.0
642,1,0.0865,63,1,2.4289,,6,0,1,0,0.0
643,0,0.4625,79,0,0.1774,3579.24,7,0,1,0,0.0
644,0,0.0137,69,1,0.7089,,3,0,0,0,1.0
645,0,0.2356,22,0,1.4972,1358.12,10,0,1,0,1.0
646,0,0.4153,29,0,0.2066,7330.37,11,0,1,0,0.0
647,0,0.5013,33,0,0.0187,4435.72,8,0,1,0,1.0
648,0,0.2985,43,0,2.3443,5682.61,10,0,0,0,1.0
649,0,0.0281,43,0,0.5564,,4,0,3,0,0.0
650,0,0.4648,65,0,0.8696,4825.87,7,0,1,0,0.0
651,0,0.0305,38,1,1.0324,8537.53,10,0,0,0,1.0
652,0,0.4837,56,1,0.4107,4590.68,10,0,0,0,2.0
653,1,0.1755,53,2,0.3549,1445.34,13,0,1,0,0.0
654,0,0.2197,50,0,0.172,,5,0,2,0,2.0
655,1,0.3443,79,0,0.7774,5133.02,5,0,1,0,0.0
656,0,0.0233,47,1,0.8276,9787.83,8,0,1,0,1.0
657,0,0.1315,54,0,0.0528,4557.75,16,0,2,0,1.0
658,0,0.6668,40,0,1.1412,6543.02,9,0,4,1,0.0
659,0,0.4394,75,2,0.7594,4658.74,7,0,2,0,1.0
660,0,0.3141,27,0,0.5606,1172.17,8,0,2,1,1.0
661,0,0.1619,71,1,0.1546,5408.15,10,0,0,0,2.0
662,0,0.5194,22,0,0.7521,3291.41,6,0,2,0,2.0
663,0,0.0739,53,1,0.4299,,15,0,0,0,0.0
664,1,0.2812,51,0,1.185,1105.0,6,0,1,0,2.0
665,0,0.3251,69,1,0.127,1370.03,8,1,2,0,1.0
666,0,0.181,48,0,2.0846,5028.47,10,0,2,0,0.0
667,0,0.2197,27,0,0.6252,8718.66,7,0,2,0,2.0
668,0,0.1157,75,1,0.5479,2781.95,11,0,3,0,0.0
669,0,0.1768,36,1,0.0605,2792.25,12,0,1,0,2.0
670,0,0.3069,75,0,0.8604,3498.53,8,0,0,0,0.0
671,0,0.2116,49,0,1.2293,,12,0,1,0,1.0
672,0,0.4891,18,0,0.8018,6041.27,6,0,2,0,1.0
673,1,0.2425,73,0,0.9095,2158.7,6,0,0,0,1.0
674,0,0.4629,22,2,0.4396,4941.02,9,0,0,0,0.0
675,0,0.3477,62,1,0.5894,1198.48,8,0,1,0,0.0
676,0,0.304,21,3,0.1828,10077.56,6,0,0,0,0.0
677,0,0.2461,33,1,0.2323,685.97,10,0,0,1,2.0
678,0,0.1888,41,0,0.8622,1437.72,11,0,0,0,0.0
679,0,0.5184,33,0,0.379,14654.5,4,0,2,0,0.0
680,0,0.3435,72,0,2.2183,3248.04,7,0,2,0,1.0
681,0,0.328,19,0,0.213,,8,0,2,0,1.0
682,0,0.3858,66,1,0.2627,1237.84,8,0,3,0,0.0
683,0,0.0538,45,1,0.4238,2230.2,4,0,1,0,2.0
684,1,0.5996,49,0,0.6818,3706.82,6,0,0,0,
685,0,0.2356,44,0,0.0497,4254.72,8,0,0,0,0.0
686,0,0.1167,37,0,0.8149,3792.11,15,0,1,0,0.0
687,0,0.5006,41,0,0.3731,,6,0,1,0,0.0
688,0,0.3386,29,0,0.7901,3335.39,6,0,1,0,1.0
689,0,0.6615,67,0,0.3107,3836.75,8,0,4,0,1.0
690,0,0.3794,52,0,0.0136,3862.75,6,0,5,0,0.0
691,0,0.2371,77,1,0.2956,3089.36,8,0,3,0,1.0
692,1,0.0739,50,0,0.5268,1280.25,7,0,0,0,2.0
693,0,0.2377,50,1,0.0788,1587.66,4,1,0,0,0.0
694,0,0.4272,78,1,0.9023,,13,0,0,0,1.0
695,0,0.1672,68,0,0.2384,1758.31,5,0,0,0,0.0
696,0,0.5411,60,2,0.8087,1825.62,10,0,0,0,0.0
697,0,0.1833,54,2,3.0,2459.5,9,0,0,0,0.0
698,0,0.3873,29,0,0.5948,1291.36,8,0,0,1,0.0
699,0,0.3178,20,1,0.6091,4716.2,9,0,1,0,1.0
700,0,0.194,18,0,0.3515,,7,0,1,0,0.0
701,0,0.3067,50,0,0.2756,6463.31,5,0,0,0,1.0
702,0,0.4139,57,1,0.061,1180.55,6,0,1,0,0.0
703,0,0.197,27,0,0.8751,2488.38,3,2,0,0,1.0
704,0,0.2736,60,0,0.6065,3849.65,10,0,0,0,1.0
705,0,0.2651,61,0,0.2857,5263.18,5,0,0,1,1.0
706,0,0.0618,46,0,1.4743,2585.28,9,0,1,0,0.0
707,0,0.2169,30,0,1.1174,,13,0,0,0,0.0
708,0,0.3568,29,0,0.0726,8171.64,7,0,3,0,2.0
709,0,0.2727,48,0,0.3543,,4,0,3,0,0.0
710,0,0.1922,63,0,0.8065,2685.54,12,0,1,0,0.0
711,1,0.3074,19,1,0.7083,847.29,6,0,0,1,0.0
712,0,0.0783,78,0,0.1462,3460.58,10,0,0,1,0.0
713,0,0.4216,68,0,0.5066,3015.75,13,0,1,1,1.0
714,0,0.2454,67,2,3.0,1171.42,7,0,2,0,1.0
715,0,0.3851,52,0,1.1374,1751.63,8,0,0,0,0.0
716,0,0.2578,40,0,0.2944,3230.66,7,0,0,1,1.0
717,1,0.2024,34,1,0.8066,4197.61,16,0,0,0,0.0
718,0,0.1491,43,0,0.196,,11,0,1,0,2.0
719,1,0.3034,25,0,0.9343,1493.55,6,1,1,1,3.0
720,0,0.3299,46,1,0.1129,,10,0,0,1,0.0
721,0,0.1653,43,1,0.2818,,6,0,1,0,3.0
722,0,0.172,27,0,0.1235,2629.67,11,0,1,0,0.0
723,0,0.3067,43,1,1.197,10486.21,3,0,1,0,1.0
724,0,0.5334,79,0,0.9442,,9,0,0,0,0.0
725,0,0.2828,51,0,0.091,6192.03,2,0,1,1,3.0
726,0,0.2368,68,0,0.3966,1265.52,13,0,1,0,0.0
727,0,0.5702,58,1,1.059,1767.99,5,0,2,0,1.0
728,0,0.2021,24,0,0.7534,1741.93,9,0,1,1,1.0
729,0,0.586,21,0,0.1651,1397.36,5,1,0,0,0.0
730,0,0.3083,75,0,2.8191,877.61,8,0,0,0,0.0
731,0,0.4849,70,0,0.6188,3464.21,9,0,1,1,2.0
732,0,0.1243,67,0,0.1086,3967.59,12,0,1,1,1.0
733,0,0.5461,62,2,0.0918,1561.06,7,0,1,0,0.0
734,1,0.0576,28,1,0.6824,1796.29,8,0,1,0,0.0
735,1,0.2795,46,0,0.7964,3196.05,5,0,0,1,1.0
736,0,0.285,73,1,0.2684,3070.69,12,0,0,1,0.0
737,0,0.448,53,0,0.7216,6237.01,16,0,0,0,0.0
738,0,0.1976,42,0,0.178,6692.14,6,0,0,0,1.0
739,0,0.3052,38,1,0.3513,1895.57,6,0,0,0,1.0
740,0,0.1286,78,1,0.1848,2886.33,2,0,2,0,0.0
741,0,0.064,74,1,1.0665,1501.95,4,0,0,0,0.0
742,0,0.3544,53,0,0.1122,8661.66,12,0,0,0,0.0
743,0,0.2553,27,0,1.2086,3646.45,9,0,0,0,1.0
744,0,0.2066,54,0,0.2148,6067.66,8,0,1,1,1.0
745,1,0.1462,26,0,0.9641,2346.8,7,0,4,0,2.0
746,0,0.1007,41,0,0.133,6183.4,7,0,2,0,1.0
747,0,0.3769,52,0,0.2331,5095.65,7,0,1,0,0.0
748,0,0.095,66,0,0.3297,7408.07,4,0,2,0,0.0
749,0,0.0154,52,2,0.4948,,5,0,1,0,1.0
750,0,0.1824,65,0,0.1987,3188.97,11,0,1,0,1.0
751,0,0.151,53,0,0.2926,,9,0,1,0,1.0
752,1,0.4846,35,1,0.1465,1572.03,11,0,2,0,1.0
753,0,0.3219,66,0,0.2019,4360.79,8,0,2,0,1.0
754,0,0.1295,56,0,0.2453,4514.39,4,0,1,0,1.0
755,0,0.1492,49,0,0.2135,,12,0,3,0,0.0
756,0,0.2071,41,0,0.4004,3822.69,13,0,2,0,1.0
757,0,0.1335,40,1,0.2618,4663.01,12,1,0,0,0.0
758,0,0.1342,79,0,0.2479,4097.02,11,0,0,0,0.0
759,0,0.3463,49,2,0.2644,,7,0,0,0,0.0
760,0,0.1384,54,0,0.1511,1831.16,5,0,5,0,1.0
761,0,0.5252,29,0,0.3263,3840.59,6,0,1,0,1.0
762,0,0.177,66,0,1.6334,7102.83,2,0,0,0,1.0
763,0,0.321,72,0,0.0785,,14,0,0,0,
764,0,0.077,30,0,0.3509,1865.56,5,0,0,0,1.0
765,0,0.3138,40,0,0.2343,,7,0,4,0,0.0
766,0,0.6014,42,2,0.2976,7962.98,6,0,0,0,0.0
767,0,0.0585,52,0,0.1097,2754.84,9,0,0,0,1.0
768,0,0.1867,58,0,0.1287,,3,0,0,1,1.0
769,0,0.0961,47,0,0.6469,3904.12,11,0,3,1,2.0
770,0,0.2527,34,0,0.5034,,8,0,2,0,0.0
771,0,0.2327,66,0,0.0797,14054.66,2,0,0,0,2.0
772,1,0.7312,79,0,0.3382,1584.23,6,0,2,0,1.0
773,0,0.519,37,0,0.0164,3223.18,5,0,1,0,1.0
774,0,0.1307,65,0,0.1294,3259.65,13,0,3,0,1.0
775,0,0.4151,42,0,0.0957,654.08,9,0,1,0,0.0
776,0,0.5357,39,0,0.177,1678.19,6,0,0,0,0.0
777,0,0.5511,30,0,0.5624,1174.46,10,0,0,0,1.0
778,0,0.4415,76,0,3.0,5010.48,5,0,1,0,2.0
779,0,0.1529,36,3,0.1169,925.05,9,0,0,1,2.0
780,1,0.1667,66,1,0.5745,,7,0,1,0,0.0
781,0,0.2231,53,1,0.1696,,5,0,2,0,0.0
782,0,0.4423,29,0,1.7352,5932.24,8,0,4,0,0.0
783,0,0.0678,78,0,0.1556,1138.62,11,1,0,0,0.0
784,0,0.4253,58,1,0.2568,4072.12,15,1,0,0,0.0
785,0,0.3332,36,0,0.4725,5823.7,5,0,1,0,1.0
786,0,0.1826,29,0,0.8229,4520.02,10,0,0,1,0.0
787,1,0.3673,26,0,0.5474,,9,1,4,2,0.0
788,0,0.3165,24,0,0.1563,6673.72,7,0,1,0,0.0
789,0,0.3997,45,1,2.0719,4434.38,8,0,1,2,1.0
790,0,0.4231,31,0,0.2277,580.91,9,0,2,0,1.0
791,0,0.4765,48,0,0.5568,3270.11,8,0,0,0,0.0
792,0,0.2259,69,0,0.101,,9,0,3,0,1.0
793,0,0.1688,36,1,1.5391,,7,0,2,0,0.0
794,0,0.1632,75,3,0.1596,2134.07,10,0,0,0,2.0
795,0,0.0224,64,0,0.255,4428.94,6,0,1,0,2.0
796,0,0.5453,33,0,0.2789,2298.72,6,0,0,0,2.0
797,0,0.3449,70,0,0.7593,,5,0,2,0,0.0
798,0,0.3686,22,0,0.5368,1711.54,6,0,2,0,0.0
799,1,0.5124,52,0,0.8934,7052.2,2,0,3,0,1.0
800,0,0.6395,29,1,0.1572,5763.93,6,0,1,0,0.0
801,0,0.1143,42,0,0.1785,,14,0,0,0,1.0
802,0,0.2777,69,2,0.7582,12895.96,6,0,2,0,1.0
803,0,0.1575,76,0,1.3939,6119.19,11,0,2,0,0.0
804,0,0.2433,38,0,0.4828,6186.98,3,0,4,0,0.0
805,0,0.4235,53,0,0.8281,6658.0,6,0,1,0,1.0
806,0,0.4407,70,0,2.2961,4987.64,6,0,0,0,0.0
807,0,0.5899,40,0,0.5799,4188.22,7,0,2,0,
808,0,0.5798,33,1,0.7704,1883.72,10,0,1,0,3.0
809,0,0.1806,74,0,0.8565,1901.92,8,0,0,0,
